SA3,Region,Median Price,12M Growth (%),Rent Change (%),Yield (%),Buy Affordability,Rent Affordability,10Y Growth (PA),Latitude,Longitude
West Coast,West and North West,270000,88,-21,5.91,3.49,24.39,2.727272727,-40.84535781,145.1363805
Armadale,Perth - South East,449000,47.58,20,5.82,7.41,50.98,9.348117279,-32.15447833,116.0051714
Armadale,Perth - South East,460100,47.58,20,5.44,5.47,35.18,9.348117279,-32.11143357,116.0037771
Armadale,Perth - South East,679000,47.58,20,5.53,4.75,31.09,9.348117279,-32.11812473,115.9337037
Armadale,Perth - South East,480000,47.58,20,5.78,5.94,40.59,9.348117279,-32.11514829,116.0189385
Armadale,Perth - South East,469000,47.58,20,6.5,4.46,34.25,9.348117279,-32.1377057,116.0261834
Armadale,Perth - South East,619000,47.58,20,4.84,4.23,24.22,9.348117279,-32.13157357,115.9124887
Armadale,Perth - South East,0,47.58,20,0,0,0,9.348117279,-32.12399848,116.089663
Armadale,Perth - South East,482040,47.58,20,5.5,4.86,31.63,9.348117279,-32.13418005,115.9930682
Noosa Hinterland,Sunshine Coast,767350,43.97,9,3.05,10.53,32.15,14.74226804,-26.42453,152.8986915
Kwinana,Perth - South West,345000,43.33,13,4.74,7.49,41.97,12.24199288,-32.24751697,115.8016158
Kwinana,Perth - South West,345000,43.33,13,4.74,6.72,37.66,12.24199288,-32.23378766,115.7994981
Kwinana,Perth - South West,280000,43.33,13,6.93,4.11,33.71,12.24199288,-32.23361101,115.8234094
Kwinana,Perth - South West,280000,43.33,13,6.93,3.95,32.38,12.24199288,-32.24611862,115.8265639
Kwinana,Perth - South West,405000,43.33,13,0,0,15.84,12.24199288,-32.19551332,115.8774104
Kwinana,Perth - South West,405150,43.33,13,5.68,3.34,22.46,12.24199288,-32.26885569,115.8460584
Gosnells,Perth - South East,439000,40.28,22,6.02,4.63,32.99,6.506024096,-32.02390713,115.9601143
Gosnells,Perth - South East,615850,40.28,22,4.8,4.61,26.13,6.506024096,-32.08488538,115.9201392
Gosnells,Perth - South East,478060,40.28,22,5.67,6.42,43.06,6.506024096,-32.08764516,115.9950704
Gosnells,Perth - South East,450000,40.28,22,5.78,6.11,41.73,6.506024096,-32.04184844,115.94291
Gosnells,Perth - South East,452610,40.28,22,6.22,5.48,40.32,6.506024096,-32.04426695,115.9956253
Gosnells,Perth - South East,599990,40.28,22,5.54,4.2,27.5,6.506024096,-32.10698574,115.9565801
Gosnells,Perth - South East,390500,40.28,22,5.86,4.87,33.74,6.506024096,-32.06134827,115.9577063
Bunbury,Bunbury,425000,40.03,20,6.85,3.72,30.17,7,-33.28267443,115.726495
Bunbury,Bunbury,479000,40.03,20,6.67,4.64,36.56,7,-33.31917124,115.6362233
Bunbury,Bunbury,340000,40.03,20,0,0,14.74,7,-33.55920296,115.5629539
Bunbury,Bunbury,429000,40.03,20,5.82,7.43,51.08,7,-33.35412712,115.6533177
Bunbury,Bunbury,249000,40.03,20,7.75,3.52,32.29,7,-33.35972462,116.1445925
Bunbury,Bunbury,475000,40.03,20,6.09,3.7,26.62,7,-33.41084081,115.6133508
Bunbury,Bunbury,458350,40.03,20,5.31,6.68,41.91,7,-33.33871183,115.6588739
Bunbury,Bunbury,420000,40.03,20,5.56,5.43,35.69,7,-33.30861883,115.7246795
Bunbury,Bunbury,458350,40.03,20,5.31,4.92,30.86,7,-33.34225526,115.6827902
Bunbury,Bunbury,399000,40.03,20,4.41,3.37,17.54,7,-33.07359945,115.9177263
Bunbury,Bunbury,420000,40.03,20,5.56,4.1,26.94,7,-33.31715089,115.6921658
Bunbury,Bunbury,493370,40.03,20,5.78,5.6,38.25,7,-33.34973723,115.6315791
Bunbury,Bunbury,220000,40.03,20,6.52,3.46,26.71,7,-33.38037221,115.6279856
Bunbury,Bunbury,215000,40.03,20,11.75,2.28,31.65,7,-32.83310726,115.883178
Bunbury,Bunbury,220000,40.03,20,6.52,4.88,37.64,7,-33.36659165,115.6302034
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,5.37,33.02,6.117216117,-35.02644441,117.8827402
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,8.89,54.68,6.117216117,-35.01126007,117.8809364
Albany,Western Australia - Wheat Belt,239000,36.36,14,6.64,7.84,61.54,6.117216117,-34.96821236,117.3557887
Albany,Western Australia - Wheat Belt,239000,36.36,14,6.64,4.6,36.14,6.117216117,-34.92317206,117.4281336
Albany,Western Australia - Wheat Belt,139000,36.36,14,0,0,16.82,6.117216117,-33.68461802,117.5790695
Albany,Western Australia - Wheat Belt,249000,36.36,14,4.74,6.51,36.5,6.117216117,-35.0061012,117.8558436
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,4.99,30.67,6.117216117,-35.02322335,117.910172
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,5.63,34.64,6.117216117,-35.01384361,117.8993208
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,4.61,28.37,6.117216117,-35.02495768,117.8980861
Albany,Western Australia - Wheat Belt,249000,36.36,14,4.74,5.95,33.37,6.117216117,-34.99655735,117.8611359
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,6.8,41.82,6.117216117,-35.00483301,117.900224
Albany,Western Australia - Wheat Belt,375000,36.36,14,5.2,5.94,36.53,6.117216117,-35.00222572,117.8812583
Centenary,Brisbane - West,170000,36.07,9,2.89,6.82,19.73,12.10475733,-27.53566425,152.9381428
Centenary,Brisbane - West,728000,36.07,9,3.75,5.34,20.01,12.10475733,-27.55637454,152.9223258
Centenary,Brisbane - West,170000,36.07,9,2.89,6.81,19.7,12.10475733,-27.54548918,152.9322708
Centenary,Brisbane - West,562600,36.07,9,5.74,4.15,28.17,12.10475733,-27.56222398,152.9094031
Centenary,Brisbane - West,830000,36.07,9,4.08,5.5,26.56,12.10475733,-27.54799135,152.958821
Centenary,Brisbane - West,830000,36.07,9,4.08,5.73,27.69,12.10475733,-27.54453399,152.9473496
Centenary,Brisbane - West,649000,36.07,9,4.58,4.05,21.92,12.10475733,-27.54980079,152.9129064
Mandurah,Mandurah,599000,35.53,11,7.65,4.71,42.59,9.428571429,-32.68609741,115.635649
Mandurah,Mandurah,499000,35.53,11,4.5,10.01,53.25,9.428571429,-32.55601573,115.7499432
Mandurah,Mandurah,599000,35.53,11,7.65,3.76,34.04,9.428571429,-32.62959124,115.6311683
Mandurah,Mandurah,499000,35.53,11,4.5,7.09,37.72,9.428571429,-32.55158271,115.7333271
Mandurah,Mandurah,535000,35.53,11,4.87,9.35,53.81,9.428571429,-32.5602306,115.6990892
Mandurah,Mandurah,695000,35.53,11,4.4,8.76,45.57,9.428571429,-32.58203673,115.6574274
Mandurah,Mandurah,464100,35.53,11,5.2,8.1,49.8,9.428571429,-32.52591101,115.7620734
Mandurah,Mandurah,531420,35.53,11,5.42,5.56,35.59,9.428571429,-32.54304321,115.7000678
Mandurah,Mandurah,450000,35.53,11,5.27,9.34,58.28,9.428571429,-32.52399821,115.7297543
Mandurah,Mandurah,444400,35.53,11,5.05,5.06,30.23,9.428571429,-32.49414452,115.7549938
Mandurah,Mandurah,245000,35.53,11,3.47,7.46,30.59,9.428571429,-32.61569078,115.8642063
Mandurah,Mandurah,245000,35.53,11,3.47,5.62,23.06,9.428571429,-32.60729522,115.794512
Mandurah,Mandurah,695000,35.53,11,4.4,7.24,37.65,9.428571429,-32.60102271,115.6432166
Murray and Mallee,South Australia - South East,311500,34,8,0,0,21.7,7.727272727,-34.23126105,140.473994
Murray and Mallee,South Australia - South East,0,34,8,0,0,25.02,7.727272727,-34.27537212,140.6002763
Murray and Mallee,South Australia - South East,0,34,8,0,0,23.71,7.727272727,-34.10000112,140.6735911
Murray and Mallee,South Australia - South East,295000,34,8,0,0,28.35,7.727272727,-34.47493312,140.5846891
Murray and Mallee,South Australia - South East,0,34,8,0,4.85,0,7.727272727,-34.85460204,139.3544707
Murray and Mallee,South Australia - South East,250000,34,8,3.27,7.2,27.86,7.727272727,-35.12934319,139.2611927
Murray and Mallee,South Australia - South East,469000,34,8,4.41,5.28,27.53,7.727272727,-34.16289348,140.7461858
Murray and Mallee,South Australia - South East,0,34,8,5.11,4.86,29.35,7.727272727,-34.21505807,139.9688665
Ipswich Inner,Ipswich,379000,32.86,13,5.25,6.81,35.73,12.20367279,-27.61378443,152.7923617
Ipswich Inner,Ipswich,449000,32.86,13,4.11,5.27,21.62,12.20367279,-27.59171771,152.7365944
Ipswich Inner,Ipswich,477750,32.86,13,4.55,5.64,25.68,12.20367279,-27.60442351,152.8115
Ipswich Inner,Ipswich,179000,32.86,13,3.88,7.62,29.53,12.20367279,-27.63535208,152.7504591
Ipswich Inner,Ipswich,479000,32.86,13,4.59,6.13,28.15,12.20367279,-27.59775277,152.8325523
Ipswich Inner,Ipswich,429000,32.86,13,4.74,5.79,27.43,12.20367279,-27.60648586,152.7760414
Ipswich Inner,Ipswich,429000,32.86,13,4.74,5.34,25.31,12.20367279,-27.62616106,152.7769841
Ipswich Inner,Ipswich,489000,32.86,13,5.44,4.11,22.4,12.20367279,-27.6516548,152.781098
Ipswich Inner,Ipswich,480000,32.86,13,3.94,6.81,26.85,12.20367279,-27.62341575,152.760672
Ipswich Inner,Ipswich,666600,32.86,13,3.86,4.76,18.38,12.20367279,-27.54256323,152.8233807
Ipswich Inner,Ipswich,475000,32.86,13,5.22,6.94,36.22,12.20367279,-27.62296245,152.7347454
Ipswich Inner,Ipswich,405450,32.86,13,4.83,6.87,33.15,12.20367279,-27.59888837,152.7828224
Ipswich Inner,Ipswich,429000,32.86,13,4.74,5.52,30.9,12.20367279,-27.59753095,152.7918114
Ipswich Inner,Ipswich,405450,32.86,13,4.83,4,22.86,12.20367279,-27.59452178,152.7602035
Ipswich Inner,Ipswich,475000,32.86,13,5.22,6.56,40.49,12.20367279,-27.63489865,152.7411402
Ipswich Inner,Ipswich,500000,32.86,13,5.47,5.39,34.92,12.20367279,-27.63811515,152.7731476
Ipswich Inner,Ipswich,549000,32.86,13,4.32,5.03,25.71,12.20367279,-27.6721957,152.7795243
Ipswich Inner,Ipswich,480000,32.86,13,3.94,5.18,24.14,12.20367279,-27.61382468,152.7452462
Ipswich Inner,Ipswich,429000,32.86,13,4.74,5.55,31.08,12.20367279,-27.62307703,152.7881267
Ipswich Inner,Ipswich,549000,32.86,13,4.32,4.4,22.46,12.20367279,-27.72157368,152.818403
Ipswich Inner,Ipswich,480000,32.86,13,3.94,4.74,22.1,12.20367279,-27.60483488,152.7530291
Ipswich Inner,Ipswich,475000,32.86,13,5.22,5,30.84,12.20367279,-27.61428121,152.7219188
Ipswich Inner,Ipswich,179000,32.86,13,3.88,4.65,21.3,12.20367279,-27.64800438,152.7428955
Ipswich Hinterland,Ipswich,0,32.35,0,0,0,29.27,11.87096774,-27.99149112,152.6961574
Ipswich Hinterland,Ipswich,370000,32.35,0,3.6,7,25.22,11.87096774,-27.63951105,152.4133104
Ipswich Hinterland,Ipswich,345000,32.35,0,4.68,6.38,29.81,11.87096774,-27.46842008,152.565314
Ipswich Hinterland,Ipswich,420000,32.35,0,0,0,28.39,11.87096774,-27.64178825,152.5970801
Browns Plains,Logan - Beaudesert,535500,31.67,11,5.01,4.85,24.31,12.03539823,-27.66072294,153.0817429
Browns Plains,Logan - Beaudesert,502500,31.67,11,5.1,5.65,28.81,12.03539823,-27.68871383,153.0191089
Browns Plains,Logan - Beaudesert,545700,31.67,11,4.96,6.38,31.64,12.03539823,-27.66309422,153.0549341
Browns Plains,Logan - Beaudesert,459000,31.67,11,4.82,5.37,25.92,12.03539823,-27.68650929,153.085301
Browns Plains,Logan - Beaudesert,499000,31.67,11,5.41,5.07,27.42,12.03539823,-27.66914052,153.0267841
Browns Plains,Logan - Beaudesert,0,31.67,11,0,0,20.93,12.03539823,-27.71721579,153.1073399
Browns Plains,Logan - Beaudesert,510000,31.67,11,5.05,5.94,30.01,12.03539823,-27.67423327,153.097111
Browns Plains,Logan - Beaudesert,495000,31.67,11,10.61,2.81,35.26,12.03539823,-27.70451836,153.0671925
Browns Plains,Logan - Beaudesert,499995,31.67,11,5.25,4.41,27.36,12.03539823,-27.67702506,153.0415577
Beenleigh,Logan - Beaudesert,465000,31.43,7,3.06,6.85,20.94,12.703125,-27.73810031,153.1732849
Beenleigh,Logan - Beaudesert,429900,31.43,7,5.26,5.84,30.75,12.703125,-27.71236595,153.1941218
Beenleigh,Logan - Beaudesert,480000,31.43,7,4.82,7.29,35.14,12.703125,-27.70286509,153.2179286
Beenleigh,Logan - Beaudesert,499000,31.43,7,5.01,4.76,23.86,12.703125,-27.70286792,153.1691161
Beenleigh,Logan - Beaudesert,500000,31.43,7,4.8,4.53,21.78,12.703125,-27.71195312,153.1703787
Beenleigh,Logan - Beaudesert,399000,31.43,7,5.76,4.22,28.74,12.703125,-27.73057248,153.2050812
Springwood - Kingston,Logan - Beaudesert,513600,30.88,8,5.25,4.18,21.94,10.91152815,-27.62808608,153.1613766
Springwood - Kingston,Logan - Beaudesert,455000,30.88,8,5.37,6.2,33.3,10.91152815,-27.66229012,153.1101373
Springwood - Kingston,Logan - Beaudesert,380000,30.88,8,5.63,5.86,32.98,10.91152815,-27.64476462,153.1092092
Springwood - Kingston,Logan - Beaudesert,609900,30.88,8,4.84,4.94,28.33,10.91152815,-27.59887928,153.1297668
Springwood - Kingston,Logan - Beaudesert,453200,30.88,8,4.8,5.69,32.28,10.91152815,-27.63827598,153.1285444
Springwood - Kingston,Logan - Beaudesert,550000,30.88,8,4.62,5.06,27.65,10.91152815,-27.62144308,153.1390321
Springwood - Kingston,Logan - Beaudesert,666400,30.88,8,4.59,5.55,30.12,10.91152815,-27.60677559,153.1113853
Springwood - Kingston,Logan - Beaudesert,399000,30.88,8,5.1,6.36,38.35,10.91152815,-27.62870513,153.1047906
Wanneroo,Perth - North West,450000,30.68,16,6.5,4.57,35.11,8,-31.82863744,115.8646619
Wanneroo,Perth - North West,569000,30.68,16,5.43,4.48,28.75,8,-31.61444063,115.6885346
Wanneroo,Perth - North West,499000,30.68,16,3.25,6.89,26.48,8,-31.73383768,115.7979128
Wanneroo,Perth - North West,500000,30.68,16,5.33,4.86,30.67,8,-31.70047675,115.8040058
Wanneroo,Perth - North West,441000,30.68,16,5.3,4.85,30.41,8,-31.64385683,115.7051355
Wanneroo,Perth - North West,500000,30.68,16,5.33,3.88,24.44,8,-31.70096389,115.783032
Wanneroo,Perth - North West,436800,30.68,16,5.03,5.54,32.94,8,-31.68590213,115.725642
Wanneroo,Perth - North West,500000,30.68,16,4.55,4.64,24.97,8,-31.81299191,115.8453077
Wanneroo,Perth - North West,450000,30.68,16,6.02,6.23,44.39,8,-31.84118796,115.8391907
Wanneroo,Perth - North West,555000,30.68,16,4.83,7.24,41.37,8,-31.77451771,115.8645321
Wanneroo,Perth - North West,555000,30.68,16,4.83,4.62,26.41,8,-31.77010107,115.819109
Wanneroo,Perth - North West,450000,30.68,16,6.5,6.59,50.63,8,-31.84153667,115.8661495
Wanneroo,Perth - North West,576800,30.68,16,6.39,3.8,28.7,8,-31.8073828,115.8663905
Wanneroo,Perth - North West,500000,30.68,16,4.55,5.21,28.08,8,-31.81053283,115.8280675
Wanneroo,Perth - North West,458888,30.68,16,4.6,6.47,35.23,8,-31.82770911,115.8370955
Wanneroo,Perth - North West,441000,30.68,16,5.3,6.61,41.43,8,-31.66528717,115.7128128
Wanneroo,Perth - North West,796900,30.68,16,5.16,4.49,27.4,8,-31.69222129,115.707272
Wanneroo,Perth - North West,555000,30.68,16,4.83,5.06,28.89,8,-31.78172727,115.8178155
Wanneroo,Perth - North West,796900,30.68,16,5.16,5.52,33.7,8,-31.66529122,115.6980423
Wanneroo,Perth - North West,441000,30.68,16,5.3,5.34,33.46,8,-31.66148986,115.7227266
Wanneroo,Perth - North West,499000,30.68,16,3.25,4.14,15.9,8,-31.71753818,115.7936121
Wanneroo,Perth - North West,630000,30.68,16,5.97,5.9,41.64,8,-31.75320509,115.8088587
Wanneroo,Perth - North West,0,30.68,16,0,0,0,8,-31.53625286,115.7340205
Narangba - Burpengary,Moreton Bay - North,499800,30.38,5,5.07,4.65,23.6,10.84942085,-27.15548344,152.9509014
Narangba - Burpengary,Moreton Bay - North,529420,30.38,5,4.46,6.72,29.96,10.84942085,-27.18195683,153.0071794
Narangba - Burpengary,Moreton Bay - North,562000,30.38,5,4.83,4.13,23.56,10.84942085,-27.18686412,152.924439
Narangba - Burpengary,Moreton Bay - North,0,30.38,5,0,0,21.29,10.84942085,-27.11660551,152.904049
Canning,Perth - South East,518340,29.89,22,5.66,7.65,51.16,5.438596491,-32.00222386,115.9247375
Canning,Perth - South East,493500,29.89,22,6.06,5.38,38.51,5.438596491,-32.01624107,115.9364896
Canning,Perth - South East,458350,29.89,22,5.62,4.94,32.82,5.438596491,-32.01037472,115.9558939
Canning,Perth - South East,499000,29.89,22,5.48,5.83,37.83,5.438596491,-32.03094122,115.926396
Canning,Perth - South East,499000,29.89,22,5.48,6.04,39.14,5.438596491,-32.04063098,115.9270297
Canning,Perth - South East,499000,29.89,22,5.48,5.59,36.27,5.438596491,-32.04777802,115.9153351
Canning,Perth - South East,508250,29.89,22,5.78,5.1,34.82,5.438596491,-32.00529884,115.944902
Canning,Perth - South East,683400,29.89,22,4.07,6.87,33.05,5.438596491,-32.03353869,115.9021092
Canning,Perth - South East,683400,29.89,22,4.07,6.1,29.36,5.438596491,-32.03946436,115.8683774
Canning,Perth - South East,683400,29.89,22,4.07,5.99,28.82,5.438596491,-32.03077058,115.8841204
Canning,Perth - South East,499000,29.89,22,6.22,4.46,32.84,5.438596491,-31.99945965,115.9108161
Canning,Perth - South East,390000,29.89,22,4.16,6.06,29.84,5.438596491,-32.05386142,115.8886316
Canning,Perth - South East,509600,29.89,22,5.65,5.57,37.17,5.438596491,-32.02247346,115.9090606
Forest Lake - Oxley,Ipswich,609000,29.68,8,3.23,6.55,21.14,11.9123506,-27.56691919,152.9539594
Forest Lake - Oxley,Ipswich,593250,29.68,8,5.11,4.93,25.16,11.9123506,-27.61381237,152.9877282
Forest Lake - Oxley,Ipswich,579000,29.68,8,4.19,6.95,29.1,11.9123506,-27.59064072,152.9862406
Forest Lake - Oxley,Ipswich,512000,29.68,8,5.01,6.49,32.5,11.9123506,-27.61588488,152.9463182
Forest Lake - Oxley,Ipswich,534000,29.68,8,3.7,4.64,17.17,11.9123506,-27.6210236,152.9656234
Forest Lake - Oxley,Ipswich,591600,29.68,8,5.39,9.13,49.15,11.9123506,-27.59134215,152.9682978
Forest Lake - Oxley,Ipswich,649000,29.68,8,4.86,4.65,26.75,11.9123506,-27.56200962,152.975346
Forest Lake - Oxley,Ipswich,592620,29.68,8,5.61,5.29,35.11,11.9123506,-27.58898446,152.9507456
Forest Lake - Oxley,Ipswich,515000,29.68,8,3.86,6.11,27.92,11.9123506,-27.58765903,152.9175219
Joondalup,Perth - North West,699000,29.59,18,4.69,5.68,31.5,5.802269044,-31.77513348,115.7658846
Joondalup,Perth - North West,699000,29.59,18,4.8,4.59,26.04,5.802269044,-31.74801162,115.7495906
Joondalup,Perth - North West,699000,29.59,18,4.69,6.04,33.48,5.802269044,-31.7865523,115.7695333
Joondalup,Perth - North West,500000,29.59,18,6.35,3.49,26.2,5.802269044,-31.73332717,115.7456333
Joondalup,Perth - North West,599000,29.59,18,4.87,4.94,28.4,5.802269044,-31.83113117,115.7761523
Joondalup,Perth - North West,499000,29.59,18,5.72,4.03,27.28,5.802269044,-31.76301468,115.7834673
Joondalup,Perth - North West,754190,29.59,18,5.99,5.07,35.92,5.802269044,-31.82745654,115.804277
Joondalup,Perth - North West,699000,29.59,18,4.8,5.93,33.67,5.802269044,-31.76443924,115.7608838
Joondalup,Perth - North West,696800,29.59,18,4.68,5.28,29.21,5.802269044,-31.8109432,115.7431701
Joondalup,Perth - North West,1235000,29.59,18,0,0,17.49,5.802269044,-31.73532776,115.7285664
Joondalup,Perth - North West,499000,29.59,18,5.75,4.79,32.58,5.802269044,-31.73911914,115.7727232
Joondalup,Perth - North West,750000,29.59,18,4.14,6.06,29.65,5.802269044,-31.79069839,115.7442374
Joondalup,Perth - North West,520000,29.59,18,3.86,5.98,27.34,5.802269044,-31.8100435,115.8013253
Joondalup,Perth - North West,519750,29.59,18,5.39,4.07,25.9,5.802269044,-31.71971717,115.7394099
Joondalup,Perth - North West,729750,29.59,18,4.56,5.18,27.93,5.802269044,-31.84106097,115.7566387
Joondalup,Perth - North West,750000,29.59,18,4.14,5.22,25.54,5.802269044,-31.77932068,115.7432433
Joondalup,Perth - North West,393900,29.59,18,3.58,5.15,21.77,5.802269044,-31.75917958,115.7361137
Joondalup,Perth - North West,699000,29.59,18,4.65,5.2,28.57,5.802269044,-31.80708688,115.7692288
Joondalup,Perth - North West,729750,29.59,18,4.56,5.1,27.51,5.802269044,-31.82752152,115.7531163
Joondalup,Perth - North West,754190,29.59,18,5.99,5.64,39.91,5.802269044,-31.8397233,115.8090071
Joondalup,Perth - North West,620000,29.59,18,4.15,5.49,26.93,5.802269044,-31.78846889,115.7966839
Bayswater - Bassendean,Perth - North East,499000,29.41,15,5.47,5.56,36.01,4.561403509,-31.91785294,115.937784
Bayswater - Bassendean,Perth - North East,499000,29.41,15,5.47,5.23,33.86,4.561403509,-31.90815295,115.9445088
Bayswater - Bassendean,Perth - North East,400715,29.41,15,5.44,4.39,28.23,4.561403509,-31.91446174,115.9145467
Bayswater - Bassendean,Perth - North East,419440,29.41,15,4.86,4.87,27.99,4.561403509,-31.9094636,115.8906659
Bayswater - Bassendean,Perth - North East,499000,29.41,15,5.47,5.57,36.06,4.561403509,-31.89099042,115.9476844
Bayswater - Bassendean,Perth - North East,419440,29.41,15,4.86,5.6,32.13,4.561403509,-31.90252826,115.9107874
Bayswater - Bassendean,Perth - North East,478400,29.41,15,5.47,4.76,30.81,4.561403509,-31.93575783,115.8980601
Bayswater - Bassendean,Perth - North East,532480,29.41,15,4.91,6.85,39.8,4.561403509,-31.88982318,115.9118144
Bayswater - Bassendean,Perth - North East,499000,29.41,15,5.61,5.08,33.7,4.561403509,-31.87266678,115.8985025
Springfield - Redbank,Ipswich,795000,29.14,12,2.84,6.12,17.36,11.17647059,-27.66163529,152.8793477
Springfield - Redbank,Ipswich,442000,29.14,12,4.46,4.07,18.16,11.17647059,-27.63859003,152.8849358
Springfield - Redbank,Ipswich,510000,29.14,12,4.98,3.97,19.75,11.17647059,-27.63486221,152.9182923
Springfield - Redbank,Ipswich,431950,29.14,12,6,3.61,21.68,11.17647059,-27.62442345,152.8543424
Springfield - Redbank,Ipswich,510000,29.14,12,4.98,6.7,33.35,11.17647059,-27.61434053,152.9101081
Springfield - Redbank,Ipswich,372750,29.14,12,5.71,4.99,28.46,11.17647059,-27.60886815,152.8941356
Springfield - Redbank,Ipswich,430000,29.14,12,5.74,5.02,34.07,11.17647059,-27.60320125,152.8695191
Springfield - Redbank,Ipswich,458350,29.14,12,5.49,4.88,31.66,11.17647059,-27.65181993,152.8477168
Springfield - Redbank,Ipswich,575000,29.14,12,5.63,3.56,23.67,11.17647059,-27.65573888,152.9118225
Springfield - Redbank,Ipswich,598000,29.14,12,4.04,9.41,45,11.17647059,-27.68594537,152.908807
Springfield - Redbank,Ipswich,598000,29.14,12,4.04,4.69,22.44,11.17647059,-27.68249858,152.9203135
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,5.49,31.54,2.2,-13.17780079,131.1485951
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,6.05,34.77,2.2,-13.08821594,131.0468621
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,5.84,39.66,2.2,-12.73158381,130.3886526
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,10.15,58.27,2.2,-12.76043262,130.511395
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,2.61,17.7,2.2,-12.67073759,132.8368401
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,4.84,32.89,2.2,-12.91646148,131.1967355
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,4.06,27.57,2.2,-12.67314206,131.4928005
Daly - Tiwi - West Arnhem,Northern Territory - Outback,120000,28.96,-24,0,2.17,0,2.2,-13.86183625,131.8262028
Daly - Tiwi - West Arnhem,Northern Territory - Outback,480000,28.96,-24,5.74,4.02,27.31,2.2,-12.4359023,130.7454909
Kwinana,Perth - South West,679000,28.87,14,5.05,6.24,37.28,12.24199288,-32.22053823,115.8663895
Kwinana,Perth - South West,679000,28.87,14,4.97,5.46,32.05,12.24199288,-32.24169875,115.8452619
Kwinana,Perth - South West,582980,28.87,14,4.63,9.78,53.52,12.24199288,-32.24751697,115.8016158
Kwinana,Perth - South West,679000,28.87,14,5.05,4.91,24.81,12.24199288,-32.23941219,115.867645
Kwinana,Perth - South West,619549,28.87,14,5.06,5.94,35.55,12.24199288,-32.24790217,115.814749
Kwinana,Perth - South West,630700,28.87,14,4.93,6.39,37.25,12.24199288,-32.26855066,115.7985465
Kwinana,Perth - South West,679000,28.87,14,5.05,4.93,29.42,12.24199288,-32.19562413,115.8457447
Kwinana,Perth - South West,550800,28.87,14,4.87,8.35,48.02,12.24199288,-32.23378766,115.7994981
Kwinana,Perth - South West,572400,28.87,14,4.87,7.67,44.14,12.24199288,-32.23361101,115.8234094
Kwinana,Perth - South West,602410,28.87,14,4.85,7.4,42.41,12.24199288,-32.24611862,115.8265639
Kwinana,Perth - South West,690060,28.87,14,5.13,4.8,29.08,12.24199288,-32.19551332,115.8774104
Kwinana,Perth - South West,625990,28.87,14,4.89,5.15,29.79,12.24199288,-32.26885569,115.8460584
Rockingham,Perth - South West,470000,28.19,18,5.1,3.96,23.85,8.594594595,-32.33102965,115.833049
Rockingham,Perth - South West,0,28.19,18,0,0,0,8.594594595,-32.29386649,115.7735585
Rockingham,Perth - South West,549000,28.19,18,4.37,5.04,26.03,8.594594595,-32.37111716,115.7446242
Rockingham,Perth - South West,440000,28.19,18,5.75,6.29,42.77,8.594594595,-32.28007616,115.7354087
Rockingham,Perth - South West,397800,28.19,18,4.93,5.35,31.14,8.594594595,-32.30825101,115.7371988
Rockingham,Perth - South West,533180,28.19,18,4.58,4.08,22.07,8.594594595,-32.40646819,115.759751
Rockingham,Perth - South West,361530,28.19,18,5.26,5.91,36.73,8.594594595,-32.29599999,115.7130729
Rockingham,Perth - South West,0,28.19,18,0,0,0,8.594594595,-32.31503734,115.7664078
Rockingham,Perth - South West,0,28.19,18,0,0,0,8.594594595,-32.35060433,115.7743825
Gosnells,Perth - South East,679000,28.04,18,5.08,6.69,40.19,6.506024096,-32.02390713,115.9601143
Gosnells,Perth - South East,899000,28.04,18,4.16,6.7,27.85,6.506024096,-32.08488538,115.9201392
Gosnells,Perth - South East,620000,28.04,18,4.91,8.25,47.85,6.506024096,-32.08764516,115.9950704
Gosnells,Perth - South East,703500,28.04,18,4.89,6.2,35.85,6.506024096,-32.08254775,115.9641365
Gosnells,Perth - South East,603750,28.04,18,4.69,7.55,41.87,6.506024096,-32.02713125,115.9848848
Gosnells,Perth - South East,650000,28.04,18,5.33,7.59,47.8,6.506024096,-32.04184844,115.94291
Gosnells,Perth - South East,617000,28.04,18,5.27,7.36,45.82,6.506024096,-32.04426695,115.9956253
Gosnells,Perth - South East,739000,28.04,18,4.63,5.97,27.66,6.506024096,-32.07437732,116.0494782
Gosnells,Perth - South East,634400,28.04,18,5.24,7.9,41.43,6.506024096,-32.03687459,116.0284922
Gosnells,Perth - South East,724200,28.04,18,4.45,6.03,31.73,6.506024096,-32.10698574,115.9565801
